ts,open,high,low,close,volume,trades,longOpenInterest,shortOpenInterest,profit,loss,profitCumulative,lossCumulative
2022-04-20,41506.2,42235.7,40900.8,41369.9,1847.47895334,24598,21936526207001004176208714900195420000,4794784259102963014309822452711120000,59574615059731940171142251673556590,45291349260404458367708000280808079,79889361391627686975360117293602296770,91133290632216577908820540699231070320
2022-04-21,41370.0,42950.0,39800.6,40484.1,3322.7481873603,32797,22835367851044044037117265169956780000,5351746743056137228598183223892240000,233345349895688862185412498163864335,530947170396097420110135241488184781,80122706741523375837545529791766161105,91664237802612675328930675940719255101
2022-04-22,40479.1,40791.3,39139.0,39715.9,2214.67239669,27687,24835051908068606692937805866097680000,9535301142735302189346846258716310000,110984828846031279204086322212157119,118894241461268271321348459136199571,80233691570369407116749616113978318224,91783132044073943600252024399855454672
2022-04-23,39713.5,39958.4,39310.0,39435.6,813.9600202899,16509,21358250547917728359900370534576370000,6741931420379628048948246381805530000,61191410036434928052639827144036070,97104438388725034333190238705852779,80294882980405842044802255941122354294,91880236482462668634585214638561307451
2022-04-24,39439.3,39911.0,39015.8,39467.9,1138.59124375,14218,24951784139283632445115933786488950000,6101634256260397136341470841295540000,50071700834892415086884305842054551,8936958841597629767882886587524454,80344954681240734459889140246964408845,91889173441304266264353097525148831905
2022-04-25,39456.7,40614.5,38200.5,40438.5,4131.1959809102,32601,20558047195758818983088638848039800000,9751432558326563656020313686461190000,249741787553386623364878064944237903,530107391600255274042685636776177729,80594696468794121083254018311908646748,92419280832904521538395783161925009634
2022-04-26,40438.4,40776.9,37672.0,38121.7,4450.8946592702,34470,24431698768261408453129850073393764088,10716434037008999792606694123639300000,233278023020308762822000401511570977,196708963527802873356453071203995340,80827974491814429846076018713420217725,92615989796432324411752236233129004974
2022-04-27,38121.7,39446.8,37909.4,39249.9,3384.9542689801,25789,23790955833740933750261726585996022270,8644421796260500216521413330588400000,244601724131816155548124996531568498,293984422990403966196778740153055084,81072576215946246001624143709951786223,92909974219422728377949014973282060058
2022-04-28,39249.9,40349.8,38884.4,39752.8,3135.47777394,27554,19362709028685871916615780263671673458,14401951432147142459151387789376200000,239502506432076189055088405494985742,179658908077093502933558290790965640,81312078722378322190679232115446771965,93089633127499821880882573264073025698
2022-04-29,39749.8,39920.7,38131.8,38599.5,2451.16979,26059,29760933770818046235303206324517237688,7485733123650334871260398011216120000,347750369381065651278805657369930997,97960825188519220987065259105401564,81659829091759387841958037772816702962,93187593952688341101869638523178427262
2022-04-30,38597.5,38777.4,37608.7,37660.8,1090.27309591,18103,23030295354919206739250064429509516946,8651951847883255784349605552010940000,171736667669827778065714276054168010,499358028226778573134588608368207263,81831565759429215620023752048870870972,93686951980915119675004227131546634525
2022-05-01,37660.7,38660.0,37399.4,38474.1,1633.98318627,21895,20762199317917774267436899124941759474,6334866829163189388533760276470790000,338995525545545196378562765859210730,164651008092815092888640913677585936,82170561284974760816402314814730081702,93851602989007934767892868045224220461
2022-05-02,38470.8,39169.4,38011.0,38499.9,2642.2078783701,25583,21891810109444000472239041251272700005,13366098755897676136269155255077850000,285638513706907662945995194723270322,230415989929121378042378905794871315,82456199798681668479348310009453352024,94082018978937056145935246951019091776
2022-05-03,38499.9,38645.1,37507.9,37727.9,1875.03601922,20456,28118148663549434086989705628757850005,12760944073472605325097644318611870000,174295908889900326333791496471266899,61162575183725885675160655228750317,82630495707571568805682101505924618923,94143181554120782031610407606247842093
2022-05-04,37727.9,40029.8,37674.8,39682.8,3072.7471979101,28648,21393735211720960516084096943996202135,12965852236589855263387231155973480000,337553024496334515001795779698360852,435543838438738264333545170970674856,82968048732067903320683897285622979775,94578725392559520295943952777218516949
2022-05-05,39677.6,39832.0,35407.0,36542.6,5103.8965637403,38621,30393285064931237950179414716717632135,8908953961069466991427606768164700000,435426378088769692375035029664053530,338465524971337030125649354965458910,83403475110156673013058932315287033305,94917190917530857326069602132183975859
2022-05-06,36540.4,36647.0,35280.0,36017.4,2897.5627958102,29119,28378032990302202881612162050737242135,14490233433904741322956515926072960000,157324267427516854743246178630815110,288330563477862228657420021521164526,83560799377584189867802178493917848415,95205521481008719554727022153705140385
2022-05-07,36017.4,36105.9,34755.0,35463.0,1293.3104419899,21149,29486254424520627544821880042455522135,16891328040200871297618240086150920000,56539252156112461187553444708063857,429873883072047206502727009220241252,83617338629740302328989731938625912272,95635395364080766761229749162925381637
2022-05-08,35463.1,35495.0,33700.0,34024.2,3717.2510510101,29643,37489429367970749535100411260117152135,24528627750754392487857933849795000000,742285693743872411025240216790785891,923259453798362203418620221898344603,84359624323484174740014972155416698163,96558654817879128964648369384823726240
2022-05-09,34028.3,34214.1,30050.0,30075.5,11297.5135912906,59841,30826195742163698603135176103735222135,35677949345585517353259751808517520000,2900809513999248099868207452302723951,1593973486737131894922066826433946287,87260433837483422839883179607719422114,98152628304616260859570436211257672527
2022-05-10,30052.6,32648.6,29755.0,30999.9,10419.5413581105,59593,53525537542080241146338402991423162135,10396574997994032583027486399669080000,1081506157801680890636372063137945751,1578043426539311938498313907385425102,88341939995285103730519551670857367865,99730671731155572798068750118643097629
2022-05-11,30999.9,32132.0,27700.0,28994.1,14865.7460097505,78783,36480688832355728980993020687808742135,54240192194397512527756951455879110000,2257395417223652505865105911394873673,2385043391830480293015717254619146226,90599335412508756236384657582252241538,102115715122986053091084467373262243855
2022-05-12,28998.2,30075.9,25332.8,28943.4,12160.5524180206,73670,35158834054888721286747296796848050459,7358036445212535312936424326159445470,2210938654539495100479794852659708636,4525913141045780727291221511343681547,92810274067048251336864452434911950174,106641628264031833818375688884605925402
2022-05-13,28943.5,30966.0,28684.5,29222.6,4289.7216568401,36428,37324222593442259577338379573936913881,6242765632159085475503849830260602529,710394176854380293876384947551044143,334413464458625007846612978772273507,93520668243902631630740837382462994317,106976041728490458826222301863378198909
2022-05-14,29232.8,30264.0,28600.5,30048.2,2749.7830431201,30315,37715039324923714978874112810524085793,9666705730479539691635241411684482829,203089272139102582940605621075539211,196280947859076569376806131601672470,93723757516041734213681443003538533528,107172322676349535395599107994979871379
2022-05-15,30051.7,31390.0,29452.6,31296.9,1579.8717223199,24094,44049821953776591506846220693513172796,10684750320836969873994757782835377042,47999245183045819449910672961563262,392865267211086723103084490360585753,93771756761224780033131353676500096790,107565187943560622118702192485340457132
2022-05-16,31294.5,31294.5,29060.0,29826.1,3703.174505,28913,48008957986446342933165603265449562796,4553634668695510292203943143940938042,649560094902416325988530354896579410,289859466811447792825884317106757864,94421316856127196359119884031396676200,107855047410372069911528076802447214996
2022-05-17,29826.1,30742.0,29403.0,30408.3,2810.86074049,23704,46375161058635930468361160200467882796,9917526679290596275704776386586878042,259057639951000736096674473405395317,79271364408726309312518396878842016,94680374496078197095216558504802071517,107934318774780796220840595199326057012
2022-05-18,30408.4,30653.1,28589.1,28664.3,4177.51533145,26075,43272022298544059927240833893285010661,12913626342441832484106142756588104042,414127430039210758129007541749241181,621100697588945935854124791315957098,95094501926117407853345566046551312698,108555419472369742156694719990642014110
2022-05-19,28657.6,30503.7,28649.2,30280.7,3722.85334692,25266,46487868351080551536001445059407098361,9369150149948688114769703900991364042,106061259667399434586923261733422989,459833003299946442791277653397702492,95200563185784807287932489308284735687,109015252475669688599485997644039716602
2022-05-20,30283.7,30721.2,28700.1,29167.5,3717.5566131901,24027,53495541102496252129226994695596414161,17295215864030695779519583302507944042,280743641115330433873491914412733691,208127708157510850424928628748888125,95481306826900137721805981222697469378,109223380183827199449910926272788604727
2022-05-21,29161.6,29606.3,28927.3,29403.5,1030.06024928,13342,52668048754407335752068923902764434161,16660828410992866890676009214097434042,70886238440338858609229083702779778,9915966996745914955449382201567491,95552193065340476580415210306400249156,109233296150823945364866375654990172218
2022-05-22,29394.4,30500.0,29225.7,30268.0,1862.49212439,15723,52071383360403780582980956188053514161,19774383107337069767311789845423760842,390633551137400874044976470634722684,79831632007481671210004850953664432,95942826616477877454460186777034971840,109313127782831427036076380505943836650
2022-05-23,30264.4,30630.7,28829.5,29070.0,3028.92781142,22623,59799023541930584267974088248454964161,10080459553607807728342352878541022842,150687599362327988246293592446647422,695968232951382447890520175954429756,96093514215840205442706480369481619262,110009096015782809483966900681898266406
2022-05-24,29070.0,29819.7,28635.3,29631.8,2806.17199551,18978,59111805635869305262463746288756504161,15913172607045039261802271298069572842,217347683660318336520508779473307543,234735437290962752979747441957191704,96310861899500523779226989148954926805,110243831453073772236946648123855458110
2022-05-25,29628.0,30188.9,29309.0,29520.3,2831.26904556,19081,53585056948327175297863471331307804161,4739002812489486301003751147493792842,140441198894492903716772080007527923,406690612279748223175039760187641234,96451303098395016682943761228962454728,110650522065353520460121687884043099344
2022-05-26,29519.4,29854.0,27505.0,29186.9,4963.1482858501,29306,34687450776877572470596603124337795361,12801575293517908439493747440421141642,640496159329446611337091995796112888,4314447139032202325544745357918762431,97091799257724463294280853224758567616,114964969204385722785666433241961861775
2022-05-27,29165.9,29386.5,28250.0,28580.0,4411.4547663401,29965,38497986927203749527429249205476791161,17483911331614021571632319961238988442,189699211978497103933556237962941784,268631338036596512342525504085291537,97281498469702960398214409462721509400,115233600542422319298008958746047153312
2022-05-28,28580.0,29229.0,28500.1,29020.0,1175.24284997,15126,38099434454225183828636674880338451161,13227427174090061035119307504284308442,87320049826573496716241413460145935,136956761192891319483946213465210099,97368818519529533894930650876181655335,115370557303615210617492904959512363411
2022-05-29,29020.1,29555.0,28820.0,29450.4,1292.41650634,15261,37869049863601609620755931594369271161,26959660504590662374974126209792668442,435488844259525049829671570294306266,56595844482548466178013468294300425,97804307363789058944760322446475961601,115427153148097759083670918427806663836
2022-05-30,29450.5,32186.4,29281.8,31711.7,5654.0972248302,31318,29373741239174599009352656511722241161,7638733322090509411391807682328118442,746900883283789801728660634147830264,1438683163963401997218043716852628711,98551208247072848746488983080623791865,116865836312061161080888962144659292547
2022-05-31,31710.4,32400.0,31183.7,31780.9,3470.7707686504,30831,33267566078938085150257388870181771161,7082184010446425394371797020103218442,88635738705359149972307671985982726,194593237801081065324111529400678024,98639843985778207896461290752609774591,117060429549862242146213073674059970571
2022-06-01,31781.0,31929.0,29328.6,29790.0,5171.2177807401,31383,31454686169068699717493972055335151161,5460364586544480544159695542968838442,219061270631073747579804111413174397,249926066256964720564009884127053202,98858905256409281644041094864022948988,117310355616119206866777083558187023773
2022-06-02,29790.0,31449.2,29572.8,30427.0,2470.22902272,19405,31698374269150604976371170811273521161,5916965944383152018927800333618688442,39876829655049559487382345215669911,50025536741168041435465131941758475,98898782086064331203528477209238618899,117360381152860374908212548690128782248
2022-06-03,30431.3,30658.9,29255.0,29676.4,2472.70542,18044,34675542921096928997860976477635361161,4823860521130821018017027351524923200,102516675097253158422737847589537746,148214547888506201251605392575870475,99001298761161584361951215056828156645,117508595700748881109464154082704652723
2022-06-04,29676.4,29954.5,29450.1,29850.0,783.34433714,10432,33722981709499396896248746644465431161,6095564768869174855133502691491993200,53148389629774055224562677392473336,40088761157881901741663336481263679,99054447150791358417175777734220629981,117548684461906763011205817419185916402
2022-06-05,29850.8,30162.4,29514.0,29907.6,963.56113985,11190,36809123250027338096751225573997131161,5573939167676806384743113098086233200,42981286630694398603428064796578377,44594385457650967954379754629038084,99097428437422052815779205799017208358,117593278847364413979160197173814954486
2022-06-06,29907.6,31725.6,29881.9,31356.3,3447.4629261601,21505,35867650892869535104704991220487961161,7377172882285692937396710482388893200,201222854547910872910640018815120008,77810763946384116168653055558056991,99298651291969963688689845817832328366,117671089611310798095328850229373011477
2022-06-07,31353.1,31550.0,29200.2,31098.6,5748.6102822803,32372,38263783847258502468663146494800281161,3665544057789668259981898809141043200,509388153256396916430341570968249946,331442593867566874104440854442084666,99808039445226360605120187388800578312,118002532205178364969433291083815096143
2022-06-08,31097.2,31296.5,29848.0,30190.8,2829.6275060801,22758,37572353799393503597753793238401831161,3202397186968367190589098261767753200,76881046763725821517574513099084795,130641619528901871924211092381025978,99884920491990086426637761901899663107,118133173824707266841357502176196122121
2022-06-09,30190.8,30666.0,29892.2,30075.3,1940.03441123,17641,41435803542024569083661680485290361161,3624760337095784361081338131387213200,48070590545489236203877711763689883,30652774645146151055817296948088819,99932991082535575662841639613663352990,118163826599352412992413319473144210940
2022-06-10,30085.3,30327.6,28845.2,29054.9,4353.2273097501,24491,39236023321572387894738039134239001097,9110544556226083886453128034487803200,249756328337901172468681046421907591,400918957950602356545461849481568176,100182747410873476835310320660085260581,118564745557303015348958781322625779116
2022-06-11,29056.2,29411.7,28095.9,28380.2,2317.6780855601,22690,42819915062236222708406325937586067580,10826843554750811165699604390047632352,310935576489398824164679351119430575,3914128063094964371846280828820926663,100493682987362875659475000011204691156,122478873620397979720805062151446705779
2022-06-12,28395.9,28500.8,26506.5,26569.6,3666.6466450301,26457,24012257289355471771781988292744745580,13621006141031135288069432776719796464,830440455711531172462935459976972948,1624180673148190461718980285404585161,101324123443074406831937935471181664104,124103054293546170182524042436851290940
2022-06-13,26542.2,26853.2,21930.4,22460.1,17333.48812069,85068,22757798356592876116893318832673084380,9035067373033104180304013795400276864,1738136143851100447056827819501293071,2259887914601242641264315141690762514,103062259586925507278994763290682957175,126362942208147412823788357578542053454
2022-06-14,22460.0,23309.0,20824.0,22111.0,10473.2206888904,59767,18634439349568500372711097862440416380,6914780281632517845923836633458896176,966562205632011222385820600672421163,1280311177319562576472037131964415192,104028821792557518501380583891355378338,127643253385466975400260394710506468646
2022-06-15,22115.0,22773.3,20089.0,22559.6,14784.4056065898,67896,21181413107997828897350007578898496380,6118352805358066187100475988599400060,1152459034949549140501000196998815917,1028460024733993817136409889569588057,105181280827507067641881584088354194255,128671713410200969217396804600076056703
2022-06-16,22557.0,22950.0,20200.0,20366.3,7892.2909630401,39183,21119025443214463005269150225474496380,8870270412418935968267207976860237084,458479880558673849480257753067773279,499749450699947041004575183901076707,105639760708065741491361841841421967534,129171462860900916258401379783977133410
2022-06-17,20366.3,21327.2,20231.3,20432.9,6404.1698673104,32072,22659834616126632369400931238831746380,6682870139859733309391275956092634268,151029021015218676651567417638078527,140131957288067193202159523753997942,105790789729080960168013409259060046061,129311594818188983451603539307731131352
2022-06-18,20440.3,20740.1,17600.0,18950.0,13006.2033105103,63068,5700666384710259928693912715341140108,12033450914960364139808766900599521744,759539507071851745282779215935487191,8301357687832898284417521067759241627,106550329236152811913296188474995533252,137612952506021881736021060375490372979
2022-06-19,18950.0,20799.9,17911.0,20555.5,9585.6883566303,45499,7461557662598580697660339629806394700,7371090694940118761915645230963109008,460241446385983024211597307231487899,675766959575370949559881436676769672,107010570682538794937507785782227021151,138288719465597252685580941812167142651
2022-06-20,20550.1,21038.3,19625.0,20550.0,7167.6102756004,37760,11175467370949663897069543581773924700,7175419239447225843450854270623770000,423303786055897765824990180987882599,392505158582723243296002451682971716,107433874468594692703332775963214903750,138681224624179975928876944263850114367
2022-06-21,20551.2,21698.9,20323.6,20701.9,5232.1735654502,33111,6819627885348796421472602636887991724,6509625776956663233193975675404312496,327941291270144034665798706728990804,260455156023862828909808532425314384,107761815759864836737998574669943894554,138941679780203838757786752796275428751
2022-06-22,20704.1,20860.1,19750.0,19951.3,6091.9466773604,33996,7268180267133621087216144396363286380,8776716128965557118683233772737837872,187582090574415288284288735553126666,143137447175862226146697448393365570,107949397850439252026282863405497021220,139084817227379700983933450244668794321
2022-06-23,19951.3,21200.0,19880.4,21086.7,3813.6377584701,26182,7132779237946089029170826708177408028,7785534628222065916292407655553570000,104694133614697565751392613666187320,226536748231954476335937969458657772,108054091984053949592034256019163208540,139311353975611655460269388214127452093
2022-06-24,21090.8,21534.5,20731.1,21210.7,4922.5405392002,29149,7254451016286534328770613520031847484,8492812293885846892166819693581048864,260788078900296090003798967304505131,322065305868043765325858992798507821,108314880062954245682038054986467713671,139633419281479699225595247206925959914
2022-06-25,21221.6,21589.0,20888.8,21474.5,1835.5706910199,18990,9737365313609419108478507505359806380,7738088888787633158339100532638102448,76925926507913744942141963911089819,86148437641995954931916956806078800,108391805989462159426980196950378803490,139719567719121695180527164163732038714
2022-06-26,21476.8,21867.0,20957.0,21023.3,1913.1909771,20649,6858104910908763946193038947823180636,8647755039124288679265772607052490000,130918228767942270112051372176143779,185875510138586576981585828852923582,108522724218230101697092248322554947269,139905443229260281757508749992584962296
2022-06-27,21023.4,21528.7,20505.5,20716.3,3973.8363769301,22966,11751861196412636714348671196455742508,9690180943766689473997370476608250000,96652560222026037734961348537034940,97403138156940666129279099948215603,108619376778452127734827209671091982209,140002846367417222423638029092533177899
2022-06-28,20716.3,21188.5,20165.3,20251.6,3250.53358914,23648,11325635535591241056743700608495299436,15988020795626808573614379356839002224,271697990498757545614973900049898061,293321881095333033529108006382123800,108891074768950885280442183571141880270,140296168248512555457167137098915301699
2022-06-29,20252.5,20397.0,19828.7,20086.2,4367.3190830902,26340,14179811633205885219190888046448996380,12038504018678164854906431634582354032,296480994500346172779090530136587580,158226505481836993632070926785503188,109187555763451231453221274101278467850,140454394753994392450799208025700804887
2022-06-30,20094.0,20139.8,18617.5,19949.9,5391.5274635603,32136,8225981223207720813338789503255396380,16698947506246409604873162508071855776,688354767722428012849813490689499477,1035775103709830542952369130322347907,109875910531173659466071087591967967327,141490169857704222993751577156023152794
